,sentence1,cross1,source1_np0,target1_np0,sentence2,cross2,source2_np0,target2_np0,label
437,Where was the event launching the publicly - available archive held ?,Where was 이벤트 launching the publicly - available archive held ?,the event,이벤트,"Information had been kept on digital tape for five years , with Kahle occasionally allowing researchers and scientists to tap into the clunky database .","Information had been kept on 디지털 테이프 for five years , with Kahle occasionally allowing researchers and scientists to tap into the clunky database .",digital tape,디지털 테이프,1
438,What was Greece ' s largest port as measured by good transported in 2010 ?,What was 그리스 최대의 항구 as measured by good transported in 2010 ?,Greece ' s largest port,그리스 최대의 항구,"According to Eurostat , Greece ' s largest port by tons of goods transported in 2010 is the port of Aghioi Theodoroi , with 17 . 38 million tons .","According to Eurostat , 2010년 운송량 기준 그리스 최대 항구 is the port of Aghioi Theodoroi , with 17 . 38 million tons .",Greece ' s largest port by tons of goods transported in 2010,2010년 운송량 기준 그리스 최대 항구,0
439,Who owns the largest carriers in the world ?,Who owns 세계에서 가장 큰 항공사 ?,the largest carriers in the world,세계에서 가장 큰 항공사,"As of 3 March 2016 , there are thirty - seven active aircraft carriers in the world within twelve navies .","As of 3 March 2016 , there are 12개 해군 내 전 세계 37척의 현역 항공모함 .",thirty - seven active aircraft carriers in the world within twelve navies,12개 해군 내 전 세계 37척의 현역 항공모함,1
440,How many Parliament members voted against the Declaration on State Sovereignty of Ukraine ?,How many Parliament members voted against 우크라이나의 주권 선언 ?,the Declaration on State Sovereignty of Ukraine,우크라이나의 주권 선언,"On July 11 , Ivashko resigned from his post as chairman of the Ukrainian Parliament after he was elected deputy general secretary of the Communist Party of the Soviet Union .","On July 11 , Ivashko resigned from 우크라이나 의회 의장직 after he was elected deputy general secretary of the Communist Party of the Soviet Union .",his post as chairman of the Ukrainian Parliament,우크라이나 의회 의장직,1
441,What were styles in France initially ?,What were 프랑스의 스타일 initially ?,styles in France,프랑스의 스타일,"Techniques employed in the style included flatter , lighter motifs , sculpted in low frieze - like relief or painted in monotones en camaïeu ( "" like cameos "" ) , isolated medallions or vases or busts or bucrania or other motifs , suspended on swags of laurel or ribbon , with slender arabesques against backgrounds , perhaps , of "" Pompeiian red "" or pale tints , or stone colours .","스타일에 사용된 기술 included flatter , lighter motifs , sculpted in low frieze - like relief or painted in monotones en camaïeu ( "" like cameos "" ) , isolated medallions or vases or busts or bucrania or other motifs , suspended on swags of laurel or ribbon , with slender arabesques against backgrounds , perhaps , of "" Pompeiian red "" or pale tints , or stone colours .",Techniques employed in the style,스타일에 사용된 기술,1
442,In what year did Miami play host to the negotiations concerning the Free Trade Area of the Americas ?,In what year did Miami play host to 미주 자유무역지대에 관한 협상 ?,the negotiations concerning the Free Trade Area of the Americas,미주 자유무역지대에 관한 협상,"Miami was also the host city of the 2003 Free Trade Area of the Americas negotiations , and is one of the leading candidates to become the trading bloc ' s headquarters .","Miami was also 2003년 미주 자유무역협정(FTA) 협상 개최도시 , and is one of the leading candidates to become the trading bloc ' s headquarters .",the host city of the 2003 Free Trade Area of the Americas negotiations,2003년 미주 자유무역협정(FTA) 협상 개최도시,0
443,Nintendo charged producers hefty sums to make what ?,Nintendo charged producers 막대한 금액 to make what ?,hefty sums,막대한 금액,A variety of games for the FDS were released by Nintendo ( including some like Super Mario Bros . which had already been released on cartridge ) and third party companies such as Konami and Taito .,FDS를 위한 다양한 게임 were released by Nintendo ( including some like Super Mario Bros . which had already been released on cartridge ) and third party companies such as Konami and Taito .,A variety of games for the FDS,FDS를 위한 다양한 게임,1
444,What has been the GDP of Tuvalu in 2008 ?,What has been 투발루의 GDP in 2008 ?,the GDP of Tuvalu,투발루의 GDP,"The International Monetary Fund 2010 Report on Tuvalu estimates that Tuvalu experienced zero growth in its 2010 GDP , after the economy contracted by about 2 % in 2009 .","국제통화기금(IMF) 2010년 투발루 보고서 estimates that Tuvalu experienced zero growth in its 2010 GDP , after the economy contracted by about 2 % in 2009 .",The International Monetary Fund 2010 Report on Tuvalu,국제통화기금(IMF) 2010년 투발루 보고서,1
445,What borough was the second highest HDI score ?,What borough was 두 번째로 높은 HDI 점수 ?,the second highest HDI score,두 번째로 높은 HDI 점수,"The Human Development Index report of 2005 shows that there were three boroughs with a very high Human Development Index , 12 with a high HDI value ( 9 above . 85 ) and one with a medium HDI value ( almost high ) .","2005년 인간개발지수 보고서 shows that there were three boroughs with a very high Human Development Index , 12 with a high HDI value ( 9 above . 85 ) and one with a medium HDI value ( almost high ) .",The Human Development Index report of 2005,2005년 인간개발지수 보고서,1
446,What George Robey line is believed to have started the archie nickname ?,무슨 조지 로비 라인 is believed to have started the archie nickname ?,What George Robey line,무슨 조지 로비 라인,"I British term probably coined by Amyas Borton and believed to derive via the Royal Flying Corps from the music - hall comedian George Robey ' s line "" Archibald , certainly not ! "" ) .","나 영국식 용어 probably coined by Amyas Borton and believed to derive via the Royal Flying Corps from the music - hall comedian George Robey ' s line "" Archibald , certainly not ! "" ) .",I British term,나 영국식 용어,0
447,Who did the Greek basketball team beat in the 2006 FIBA World Championship ?,Who did 그리스 농구팀 beat in the 2006 FIBA World Championship ?,the Greek basketball team,그리스 농구팀,"After the 2005 European Championship triumph of the Greek national basketball team , Greece became the reigning European Champion in both football and basketball .","After 그리스 농구 국가대표팀의 2005년 유럽 선수권 대회 우승 , Greece became the reigning European Champion in both football and basketball .",the 2005 European Championship triumph of the Greek national basketball team,그리스 농구 국가대표팀의 2005년 유럽 선수권 대회 우승,1
448,How many soldiers did the Qing fight back with ?,How many soldiers did 청나라 fight back with ?,the Qing,청나라,"Wu Sangui ' s forces were crushed by the Green Standard Army , made out of defected Ming soldiers .","오삼계의 군대 were crushed by the Green Standard Army , made out of defected Ming soldiers .",Wu Sangui ' s forces,오삼계의 군대,1
449,What is Nigeria ' s northernmost climate ?,What is 나이지리아의 최북단 기후 ?,Nigeria ' s northernmost climate,나이지리아의 최북단 기후,"This forest zone ' s most southerly portion is defined as "" salt water swamp , "" also known as a mangrove swamp because of the large amount of mangroves in the area .","이 산림지대의 가장 남쪽 부분 is defined as "" salt water swamp , "" also known as a mangrove swamp because of the large amount of mangroves in the area .",This forest zone ' s most southerly portion,이 산림지대의 가장 남쪽 부분,1
