,sentence1,source1_np0,sentence2,source2_np0,label
477,"Note that SBB , CFF and FFS stand out for the main railway company , in German , French and Italian .","SBB , CFF and FFS",The French railway company is called SNCF .,The French railway company,1
478,"The documents commented by the magazine date of April 25 , 2002 , epoch in which the Brazilian president was Fernando Henrique Cardoso .",The documents,The Brazilian President is Luiz Inácio Lula da Silva .,The Brazilian President,1
479,"On Sunday December 14 , 2008 , an Iraqi journalist for an Egyptian Newspaper named Muntazer al - Zaidi was tackled by authorities after he threw his shoes at former United States president George W . Bush during a press conference in Baghdad . Bush had made a surprise last visit to Iraq to sign a new security pact brokered by Iraq and the U . S . Bush ducked as the flying shoes zipped past him , barely missing the now former U . S . president .","Sunday December 14 , 2008",A man threw a shoe at the Prime Minister .,A man,1
480,"This was , after all , Chuck Yeager , a guy with all the right stuff , the biggest top gun of them all , whose post - World War II exploits in the topsy - turvy world of supersonic air travel helped pave the way for space exploration .","Chuck Yeager , a guy with all the right stuff , the biggest top gun of them all , whose post - World War II exploits in the topsy - turvy world of supersonic air travel helped pave the way for space exploration",Chuck Yeager broke the sound barrier in 1947 .,Chuck Yeager,1
481,"Other friends were not surprised at his death . "" I wasn ' t surprised , "" said George Stranahan , a former owner of the Woody Creek Tavern , a favourite haunt of Thompson . "" I never expected Hunter to die in a hospital bed with tubes coming out of him . "" Neighbours have said how his broken leg had prevented him from leaving his house as often as he had liked to . One neighbour and long - standing friend , Mike Cleverly , said Thompson was clearly hobbled by the broken leg . "" Medically speaking , he ' s had a rotten year . """,", "" said George Stranahan",The Woody Creek Tavern is owned by George Stranahan .,The Woody Creek Tavern,1
482,Hinostroza ' s children told police that four hooded individuals broke into the house and shot their mother after having insulted her .,Hinostroza ' s children,Hinostroza ' s children attaked their mother with a gun .,Hinostroza ' s children,1
483,""" We knew there were restrictions on video cameras and satellite phones but we ' re now told even pre - recorded radio material on non - political subjects would not be allowed , "" said BBC reporter Charles Haviland on the incident . This move comes after an American was forced off the mountain after being discovered with a Tibetan flag . These are not permitted on the Tibetan side of the mountain . A Nepali official aimed to justify the new restriction . "" We are doing this for our friend China , "" he said .",BBC reporter Charles Haviland,Charles Haviland is an American citizen .,Charles Haviland,1
484,"Ordonez Reyes accused Jose Jesus Pena , alleged chief of security for the Nicaraguan embassy in Tegucigalpa , of masterminding the January 7 th assassination of contra - commander Manuel Antonio Rugama .",Ordonez Reyes,Jose Jesus Pena is accused of the assassination of Manuel Antonio Rugama .,Jose Jesus Pena,0
485,"In Bosnia , diplomatic determination combined with military muscle to create an opportunity to secure a peace rather than permit instability to undermine this fragile region and U . S . interests .",diplomatic determination,The Dayton Peace Treaty was formulated to end the war in Bosnia .,The Dayton Peace Treaty,1
486,"Among the fascinating sites in the city are Independence Hall where the Declaration of Independence was signed , and one of America ' s principal symbols of freedom , The Liberty Bell , located in Congress Hall .","Independence Hall where the Declaration of Independence was signed , and one of America ' s principal symbols of freedom , The Liberty Bell , located in Congress Hall",The US Declaration of Independence is located in Independence Hall .,The US Declaration of Independence,1
487,"Apart from the new substances entering the market , the phase out of existing ones , which have been definitely identified as damaging the ozone layer , is far from complete .","the phase out of existing ones , which have been definitely identified as damaging the ozone layer ,",New substances are damaging the ozone layer .,New substances,1
488,"The 38 - year - old actress recently appeared in a court case against Jack Jordan , a man who was found guilty of stalking her . The friend added : "" Everyone is so happy for Uma after what she went through with that stalker . Arki is a guy who can take care of her . "" Uma is hoping this time , it ' s really love . Everyone wants the best for her . And Arki is a really sweet guy . "" Uma was previously married to actor Gary Oldman , while Arpad has two children with Australian supermodel Elle Macpherson .",The 38 - year - old actress,Uma Thurman is engaged to Arpad Busson .,Uma Thurman,1
489,"In 1975 , a 19 year old Wilkins was handed the captaincy of Chelsea , despite the presence of elder and more experienced players in the squad .",a 19 year old Wilkins,Wilkins became the captain of Chelsea in 1975 .,the captain of Chelsea,0
490,"An American - owned tugboat from Italy along with its 16 member crew was hijacked around 11 am EST on Saturday in the Gulf of Aden . The Italian Ambassador , Pierandrea Magistrati , confirmed that "" there is a boat that has been hijacked , I believe by Somali pirates . "" Additionally , Shona Lowe , a spokeswoman at NATO ' s Northwood maritime command center reported that the Italian - flagged tugboat was hijacked this morning off of Somalia ' s northern coast . Lowe also confirmed that Italian government officials along with the company that owned the tugboat were trying to secure the release of the crew , ten of which were Italians .",An American - owned tugboat from Italy along with its 16 member crew,The Gulf of Aden is located along the northern coast of Somalia .,The Gulf of Aden,0
491,The dam covering what used to be its football pitch fill up with millions of tons of poisonous mining waste .,The dam covering what used to be its football pitch,Mine waste - water poses an environmental hazard .,Mine waste,1
492,"A teenager , belonging to the anti - scientology group Anonymous , has admitted that he launched a distributed denial of service ( DDoS ) attack on the official website of the Church of Scientology , scientology . org . Dmitriy Guzner , aged 18 , will admit to the charges related to carrying out the DDoS attack . He now faces a maximum sentence of ten years imprisonment . In response to incidents such as these , Scientology have called Anonymous "" cyber - terrorists . "" A DDoS attack occurs when multiple computers are used to attack a certain website with so much traffic that it is not accessible . The hackers attack the servers taking up all the available space , preventing the legitimate user from accessing .","A teenager , belonging to the anti - scientology group Anonymous ,",The 18 year - old D . Guzner is a member of the Anonymous group which attacked Scientology website .,The 18 year - old D . Guzner,0
